id	ini	fn	pt	单字	漢字_程序改名	IPA_程序改名	注釋_程序改名
930	m	i	213	眉	mi213	mi2	眉毛，画～
931	m	i	213	楣	mi213	mi2	门～
932	m	ɔi	213	黴	mɔi213	mɔi2	发～，倒～
933	m	i	33	美	mi33	mi1a	～丽，～化
934	m	i	213	媚	mi213	mi2	～眼，妩～；人名用字
935	m	ei	21	寐	mei21	mei3	梦～以求，假～
936	tʰ	i	21	地	tʰi21	tʰi3	土～
937	n	ɛ	213	尼	nɛ213	nɛ2	～姑
938	n	ɛ	21	膩	nɛ21	nɛ3	油～，细～
939	l	i	213	梨	li213	li2	梨
940	l	y	33	履	ly33	ly1a	～行，～历
941	l	i	33	利	li33	li1a	～润，有～
942	l	i	33	痢	li33	li1a	～疾
943	l	i	33	痢	li33	li1a	癞～（头屑）
944	t	ia	33	資	tia33	tia1a	～本
945	ʦ	i	33	姿	ʦi33	ʦi1a	～势
946	ʦ	i	33	咨	ʦi33	ʦi1a	～询
947	ʦ	ia	21	姊	ʦia21	ʦia3	～妹
948	ʦʰ	i	451	次	ʦʰi451	ʦʰi5	名～，～品
949	ʦʰ	i	451	瓷	ʦʰi451	ʦʰi5	～砖，陶～
950	s	i	213	餈	si213	si2	糍粑，糯米～
951	ʦʰ	ia	21	自	ʦʰia21	ʦʰia3	～私
952	s	ia	33	私	sia33	sia1a	自～
953	ɬ	i	21	死	ɬi21	ɬi3	～人
954	ɬ	i	451	四	ɬi451	ɬi5	数字
955	ɬ	i	451	肆	ɬi451	ɬi5	放～
956	ʦ	i	451	致	ʦi451	ʦi5	导～
957	ʦʰ	i	213	遲	ʦʰi213	ʦʰi2	～到，推～
958	ʦ	i	451	稚	ʦi451	ʦi5	幼～
959	s	a	33	師	sa33	sa1a	老～，～父
960	s	a	33	獅	sa33	sa1a	狮子
961	ʦ	i	33	脂	ʦi33	ʦi1a	～肪，胭～
962	ʦ	i	21	旨	ʦi21	ʦi3	圣～
963	ʦ	i	21	指	ʦi21	ʦi3	手～，～甲
964	ʦ	i	451	至	ʦi451	ʦi5	～少
965	s	i	451	示	si451	si5	表～
966	s	i	33	屍	si33	si1a	～体，死～
968	s	i	21	屎	si21	si3	狗～
969	s	i	451	視	si451	si5	近～
971	ȵ	i	451	二	ȵi451	ȵi5	数字
972	ȵ	i	451	貳	ȵi451	ȵi5	～心
973	k	i	33	飢	ki33	ki1a	～饿
974	k	i	33	肌	ki33	ki1a	～肉
975	k	i	33	几	ki33	ki1a	茶～
976	kʰ	ɛ	451	冀	kʰɛ451	kʰɛ5	河北简称，晋察～
977	h	i	451	器	hi451	hi5	武～，机～，～重
978	h	i	451	棄	hi451	hi5	放～，抛～
979	kʰ	i	213	祁	kʰi213	kʰi2	～连山
980	j	i	33	伊	ji33	ji1a	～犁；姓
982	j	i	213	夷	ji213	ji2	化险为～，蛮～
983	j	i	213	姨	ji213	ji2	大～，～丈
984	h	i	451	肄	hi451	hi5	～业
985	ȵ	i	213	你	ȵi213	ȵi2	～们，第二人称[文]
986	ȵ	i	213	你	ȵi213	ȵi2	第二人称[白]
987	l	i	213	釐	li213	li2	～米
988	l	i	213	狸	li213	li2	狐～
989	l	i	21	李	li21	li3	姓；水果
990	l	i	33	里	li33	li1a	公～
991	l	y	21	裏	ly21	ly3	～外，～背（里面）
992	l	i	33	理	li33	li1a	道～，～由
993	l	i	33	鯉	li33	li1a	～鱼
994	s	ia	21	吏	sia21	sia3	官～
995	ʦ	i	33	滋	ʦi33	ʦi1a	～味
996	ʦ	ia	21	子	ʦia21	ʦia3	～孙；孔～
997	ʦ	i	21	梓	ʦi21	ʦi3	桑～；曾宪～
998	ʦʰ	i	213	慈	ʦʰi213	ʦʰi2	～悲，～禧太后
999	ʦʰ	i	213	磁	ʦʰi213	ʦʰi2	～铁，～场
1000	ɬ	ia	21	字	ɬia21	ɬia3	～典，文～
1001	ɬ	ia	33	司	ɬia33	ɬia1a	公～，～令
1002	ɬ	ia	33	絲	ɬia33	ɬia1a	～绸
1003	ɬ	ia	33	思	ɬia33	ɬia1a	～想
1004	ɬ	ia	21	伺	ɬia21	ɬia3	～候，～机而动
1005	ɬ	ia	33	思	ɬia33	ɬia1a	意～
1006	ʦʰ	i	213	辭	ʦʰi213	ʦʰi2	～职，告～
1007	s	ia	33	詞	sia33	sia1a	歌～
1008	ʦʰ	i	213	祠	ʦʰi213	ʦʰi2	～堂
1009	ʦʰ	i	451	似	ʦʰi451	ʦʰi5	相～，～乎[文]
1010	ʦʰ	i	451	似	ʦʰi451	ʦʰi5	好～（好像）[白]
1011	k	i	451	祀	ki451	ki5	祭～
1012	j	i	21	巳	ji21	ji3	地支，～时
1013	s	ia	21	寺	sia21	sia3	～庙，灵光～
1014	s	ia	213	嗣	sia213	sia2	后～；谭～同
1015	ʦʰ	ia	21	飼	ʦʰia21	ʦʰia3	～料，～养[文]
1016	ʦʰ	ia	21	飼	ʦʰia21	ʦʰia3	喂饭[白]
1017	ʦ	i	451	置	ʦi451	ʦi5	布～
1018	ʦʰ	i	33	癡	ʦʰi33	ʦʰi1a	白～，～呆
1019	ʦʰ	i	21	恥	ʦʰi21	ʦʰi3	～辱
1020	ʦʰ	i	213	持	ʦʰi213	ʦʰi2	支～
1021	ʦ	i	451	痔	ʦi451	ʦi5	～疮
1022	ʦʰ	ia	21	治	ʦʰia21	ʦʰia3	～安，统～[文]
1023	ʦʰ	ia	21	治	ʦʰia21	ʦʰia3	～鸡，～猪[白]
1024	ʦʰ	i	451	廁	ʦʰi451	ʦʰi5	～所，公～
1025	s	ia	21	士	sia21	sia3	～兵
1026	s	ia	21	仕	sia21	sia3	～途
1027	ʦ	i	451	柿	ʦi451	ʦi5	柿子，～饼
1028	ʦ	ia	21	事	ʦia21	ʦia3	～实，～情[文]
1029	s	ia	21	事	sia21	sia3	做～[白]
1030	s	ia	451	使	sia451	sia5	～用，假～，大～馆
1031	s	i	21	史	si21	si3	历～
1032	s	ia	21	駛	sia21	sia3	驾～
1033	ʦ	ia	33	之	ʦia33	ʦia1a	～前
1034	ʦ	ia	33	芝	ʦia33	ʦia1a	灵～，～麻
1035	ʦ	i	21	止	ʦi21	ʦi3	停～，～血
1036	ʦ	i	21	趾	ʦi21	ʦi3	脚～
1037	ʦ	i	21	址	ʦi21	ʦi3	地～
1038	ʦ	i	451	志	ʦi451	ʦi5	～气，～愿
1039	ʦ	i	451	誌	ʦi451	ʦi5	县～，标～
1040	ʦ	i	451	痣	ʦi451	ʦi5	乌～
1041	ʦʰ	i	21	齒	ʦʰi21	ʦʰi3	牙～
1042	s	ia	33	詩	sia33	sia1a	～人
1043	s	i	21	始	si21	si3	开～，～终
1044	s	i	451	試	si451	si5	考～[文]
1045	ʦ	i	451	試	ʦi451	ʦi5	试试[白]
1046	s	i	213	時	si213	si2	～间，当～
1047	s	i	21	巿	si21	si3	～场，城～
1049	s	ia	21	侍	sia21	sia3	服～，～卫
1050	ȵ	i	213	而	ȵi213	ȵi2	～且，反～
1051	ȵ	i	21	耳	ȵi21	ȵi3	耳朵，中～炎
1052	k	i	33	基	ki33	ki1a	～本，地～
1053	k	i	33	箕	ki33	ki1a	畚～
1054	k	i	21	己	ki21	ki3	自～
1055	k	i	21	紀	ki21	ki3	～律
1056	k	i	451	記	ki451	ki5	笔～，～号
1057	h	i	33	欺	hi33	hi1a	～负
1058	h	i	21	起	hi21	hi3	起
1059	k	i	21	杞	ki21	ki3	枸～
1060	kʰ	i	213	其	kʰi213	kʰi2	～他，～实
1061	kʰ	i	213	棋	kʰi213	kʰi2	围～，捉～（下棋）
1062	kʰ	i	213	期	kʰi213	kʰi2	日～
1063	kʰ	i	213	旗	kʰi213	kʰi2	红～
1064	k	i	451	忌	ki451	ki5	禁～，～讳，～日[文]
1065	k	i	451	忌	ki451	ki5	做～（做法事）[白]
1066	ȵ	i	213	疑	ȵi213	ȵi2	怀～
1067	ȵ	i	21	擬	ȵi21	ȵi3	模～，～人
1068	h	i	21	嬉	hi21	hi3	玩，～戏
1069	h	i	33	熙	hi33	hi1a	康～
1071	h	i	21	嘻	hi21	hi3	～皮笑脸
1072	ʔ	i	33	醫	ʔi33	ʔi1a	～生
1073	j	i	451	意	ji451	ji5	～思
1074	ʔ	i	213	怡	ʔi213	ʔi2	心旷神～；人名用字
1075	j	i	21	已	ji21	ji3	～经
1076	j	y	451	以	jy451	jy5	可～，～为
1077	j	y	451	異	jy451	jy5	～同
1078	k	i	33	幾	ki33	ki1a	～乎
1079	k	i	33	機	ki33	ki1a	～会，飞～
1080	k	i	33	譏	ki33	ki1a	～笑
1081	k	i	33	饑	ki33	ki1a	～荒
1082	k	i	21	幾	ki21	ki3	～只
1083	k	i	21	幾	ki21	ki3	～何
1084	k	i	451	旣	ki451	ki5	～然
1085	h	i	21	豈	hi21	hi3	～有此理
1086	h	i	451	氣	hi451	hi5	～人，空～
1087	h	i	451	汽	hi451	hi5	～水，～车
1088	kʰ	i	213	祈	kʰi213	kʰi2	～祷
1089	ŋ	ɛ	21	毅	ŋɛ21	ŋɛ3	～力
1090	h	i	33	希	hi33	hi1a	～望
1091	h	i	33	稀	hi33	hi1a	～少
1092	j	i	33	衣	ji33	ji1a	外～；花生皮
1093	j	i	33	依	ji33	ji1a	～靠
1094	l	ui	21	累	lui21	lui3	积～
1095	l	ui	21	累	lui21	lui3	连～
1096	ʦ	ɔi	451	嘴	ʦɔi451	ʦɔi5	嘴巴[文]
1097	ʦ	ɔi	451	嘴	ʦɔi451	ʦɔi5	嘴巴[白，训]
1098	ɬ	ɔi	21	髓	ɬɔi21	ɬɔi3	骨～
1099	ʦʰ	ui	213	隨	ʦʰui213	ʦʰui2	～时，～便
1100	ʦʰ	ui	33	吹	ʦʰui33	ʦʰui1a	～牛皮，～喇叭
1101	ʦʰ	ui	33	炊	ʦʰui33	ʦʰui1a	野～
1102	s	ui	213	垂	sui213	sui2	下～，～头丧气
1103	s	ɔi	21	睡	sɔi21	sɔi3	睡觉
1104	ɬ	ui	21	瑞	ɬui21	ɬui3	～金；董存～
1105	ȵ	ui	21	蕊	ȵui21	ȵui3	花～
1106	kʰ	ui	33	規	kʰui33	kʰui1a	～定，圆～
1107	k	uɐi	21	詭	kuɐi21	kuɐi3	～计多端
1108	kʰ	uɐi	33	虧	kʰuɐi33	kʰuɐi1a	食～（吃亏）
1109	kʰ	uɐi	33	窺	kʰuɐi33	kʰuɐi1a	偷～
1110	kʰ	uɐi	21	跪	kʰuɐi21	kʰuɐi3	下～
1111	ŋ	ɛ	213	危	ŋɛ213	ŋɛ2	～险，安～
1112	ŋ	ɛ	21	僞	ŋɛ21	ŋɛ3	虚～
1113	f	ei	21	毀	fei21	fei3	～灭
1114	v	ei	21	萎	vei21	vei3	枯～
1115	v	ei	21	委	vei21	vei3	～托，常～
1116	v	ɐi	213	為	vɐi213	vɐi2	作～，行～，～人
1117	v	ɐi	213	為	vɐi213	vɐi2	～什么
1118	l	ui	213	壘	lui213	lui2	堡～，～球
1119	l	ui	21	類	lui21	lui3	分～
1120	l	ui	21	淚	lui21	lui3	眼～
1121	ʦ	ui	451	醉	ʦui451	ʦui5	～酒
1122	ʦʰ	ui	451	翠	ʦʰui451	ʦʰui5	翡～
1123	ɬ	ui	451	悴	ɬui451	ɬui5	憔～
1124	ɬ	ui	33	雖	ɬui33	ɬui1a	～然
1125	ɬ	ui	451	粹	ɬui451	ɬui5	纯～
1126	ɬ	ui	21	遂	ɬui21	ɬui3	杀人未～
1127	ɬ	ui	21	隧	ɬui21	ɬui3	～道
1128	v	ɐi	21	穗	vɐi21	vɐi3	谷～
1129	ʦ	ui	33	追	ʦui33	ʦui1a	～求[文]
1130	ʦ	ui	33	追	ʦui33	ʦui1a	追赶，赶走[白]
1131	ʦʰ	ui	213	槌	ʦʰui213	ʦʰui2	木～[名]；[动]
1132	ʦʰ	ui	213	錘	ʦʰui213	ʦʰui2	铁～[名]；[动]
1133	ʦʰ	ui	21	墜	ʦʰui21	ʦʰui3	下～，玉～[文]
1134	ʦʰ	ui	21	墜	ʦʰui21	ʦʰui3	目～～[白]
1135	s	ui	33	衰	sui33	sui1a	～弱，～老[文]
1136	s	ui	33	衰	sui33	sui1a	运气不好[白]
1137	t	ɐp	21	摔	tɐp21	tɐp8a	～跤
1138	ɬ	ɔi	451	帥	ɬɔi451	ɬɔi5	元～
1139	ʦ	ui	33	錐	ʦui33	ʦui1a	圆～
1140	ʦ	ui	21	水	ʦui21	ʦui3	～果，～平
1141	ʦ	ui	213	誰	ʦui213	ʦui2	疑问代词
1142	k	uɐi	33	龜	kuɐi33	kuɐi1a	乌～
1143	k	uɐi	21	軌	kuɐi21	kuɐi3	铁～
1144	kʰ	uɐi	213	癸	kʰuɐi213	kʰuɐi2	天干
1145	kʰ	uɐi	451	愧	kʰuɐi451	kʰuɐi5	惭～
1146	k	uɐi	451	季	kuɐi451	kuɐi5	四～，～节
1147	kʰ	uɐi	213	逵	kʰuɐi213	kʰuɐi2	人名用字，李～
1148	kʰ	uɐi	213	葵	kʰuɐi213	kʰuɐi2	向日～，～花籽
1149	kʰ	uɐi	21	櫃	kʰuɐi21	kʰuɐi3	～台
1150	v	ɐi	21	位	vɐi21	vɐi3	座～，～置
1151	v	ɐi	213	維	vɐi213	vɐi2	～生素，～持，纤～
1152	v	ɐi	213	惟	vɐi213	vɐi2	～一
1153	v	ɐi	213	遺	vɐi213	vɐi2	～失，～憾
1154	v	ɐi	213	唯	vɐi213	vɐi2	～物主义
1155	f	ɐi	33	非	fɐi33	fɐi1a	是～，～常
1156	f	ɐi	33	飛	fɐi33	fɐi1a	～机；人名，张～[文]
1157	f	ɐi	33	飛	fɐi33	fɐi1a	飞行[白]
1158	f	ɐi	21	匪	fɐi21	fɐi3	土～
1159	m	ɐi	45	痱	mɐi45	mɐi1b	痱子，热～
1160	f	ɐi	33	妃	fɐi33	fɐi1a	贵～
1161	f	ɐi	451	費	fɐi451	fɐi5	～用，浪～
1162	pʰ	ɐi	213	肥	pʰɐi213	pʰɐi2	化～，～肉
1163	f	ɐi	21	翡	fɐi21	fɐi3	～翠
1164	m	i	213	微	mi213	mi2	稍～
1165	m	ei	33	尾	mei33	mei1a	尾巴
1166	m	ei	21	未	mei21	mei3	～来；地支
1167	m	ei	21	味	mei21	mei3	～道，～精
1168	k	uɐi	33	歸	kuɐi33	kuɐi1a	回～，～类
1169	k	uɐi	21	鬼	kuɐi21	kuɐi3	鬼神
1170	k	uɐi	451	貴	kuɐi451	kuɐi5	～重
1171	ŋ	ɛ	213	魏	ŋɛ213	ŋɛ2	～国；姓
1172	f	ɐi	33	揮	fɐi33	fɐi1a	指～
1173	f	ɐi	33	輝	fɐi33	fɐi1a	光～，～煌
1174	f	ɐi	33	徽	fɐi33	fɐi1a	国～，～章
1175	v	ɐi	21	諱	vɐi21	vɐi3	忌～
1176	v	ɐi	33	威	vɐi33	vɐi1a	～风，～胁
1177	v	ɐi	451	畏	vɐi451	vɐi5	不喜欢；怕，～热
1178	v	ɐi	451	慰	vɐi451	vɐi5	安～，～问
1179	v	ɐi	213	違	vɐi213	vɐi2	～反
1180	v	ɐi	213	圍	vɐi213	vɐi2	包～，～墙
1181	v	ɐi	21	偉	vɐi21	vɐi3	～大
1182	v	ɐi	21	葦	vɐi21	vɐi3	芦～
1183	v	ɐi	21	緯	vɐi21	vɐi3	经～
1184	v	ɐi	451	胃	vɐi451	vɐi5	肠～
1185	v	ɐi	451	謂	vɐi451	vɐi5	称～，所～
1186	f	ɐi	21	彙	fɐi21	fɐi3	词～
1187	p	ɔ	33	褒	pɔ33	pɔ1a	～奖，～义词
1188	p	ɔ	33	保	pɔ33	pɔ1a	～护
1189	p	ɔ	21	堡	pɔ21	pɔ3	碉～
1190	p	ɔ	21	寶	pɔ21	pɔ3	～贝
1191	p	ɔ	451	報	pɔ451	pɔ5	～告，日～
1192	pʰ	u	213	袍	pʰu213	pʰu2	长～，袄～
1193	l	am	21	抱	lam21	lam3	拥抱
1194	pʰ	u	21	暴	pʰu21	pʰu3	～雨，残～
1195	m	ɔ	33	毛	mɔ33	mɔ1a	～病，鸡～
1196	m	u	451	冒	mu451	mu5	～充，感～
1197	m	ɔ	21	帽	mɔ21	mɔ3	草～
1198	t	ɔ	33	刀	tɔ33	tɔ1a	菜～
1199	s	ɔ	33	嗦	sɔ33	sɔ1a	啰嗦
1200	pʰ	u	213	禱	pʰu213	pʰu2	祈～，～告
1201	t	ɔ	21	島	tɔ21	tɔ3	海南～
1202	t	ɔ	21	倒	tɔ21	tɔ3	颠～
1203	t	ɔ	451	到	tɔ451	tɔ5	～站
1204	t	ɔ	21	倒	tɔ21	tɔ3	～水，～退
1205	tʰ	ɔ	33	滔	tʰɔ33	tʰɔ1a	～～不绝，波浪～天
1206	tʰ	u	21	討	tʰu21	tʰu3	～老婆，～厌
1207	tʰ	ɔ	451	套	tʰɔ451	tʰɔ5	配～，～房
1208	tʰ	ɔ	213	桃	tʰɔ213	tʰɔ2	杨～，～花
1209	tʰ	ɔ	213	逃	tʰɔ213	tʰɔ2	～走
1210	tʰ	ɔ	213	淘	tʰɔ213	tʰɔ2	～米，～沙
1211	tʰ	ɔ	213	陶	tʰɔ213	tʰɔ2	～瓷；姓
1212	tʰ	u	213	萄	tʰu213	tʰu2	葡～
1213	tʰ	ɔ	213	濤	tʰɔ213	tʰɔ2	波～
1214	tʰ	ɔ	21	道	tʰɔ21	tʰɔ3	～理
1215	tʰ	ɔ	21	稻	tʰɔ21	tʰɔ3	水～
1216	tʰ	u	21	盜	tʰu21	tʰu3	强～，～窃
1217	tʰ	ɔ	451	導	tʰɔ451	tʰɔ5	领～，～师
1218	n	ɔ	21	腦	nɔ21	nɔ3	猪～，～屎（脑子）
1219	n	ɔ	21	惱	nɔ21	nɔ3	烦～[文]
1220	n	ɔ	21	惱	nɔ21	nɔ3	讨厌，不喜欢[白]
1221	l	ɔ	213	勞	lɔ213	lɔ2	～动
1222	l	au	213	撈	lau213	lau2	打～局[文]
1223	l	ai	213	撈	lai213	lai2	～起来[白]
1224	l	u	213	牢	lu213	lu2	～房，坐～
1225	l	ɔ	33	嘮	lɔ33	lɔ1a	～叨
1226	l	ɔ	21	老	lɔ21	lɔ3	～爷，～实
1227	l	u	213	澇	lu213	lu2	洪～，旱～
1228	ʦ	ɔ	33	遭	ʦɔ33	ʦɔ1a	～遇，～殃
1229	ʦ	ɔ	33	糟	ʦɔ33	ʦɔ1a	酒～，～糕
1230	ʦ	ɔ	21	早	ʦɔ21	ʦɔ3	还～
1231	ʦ	ɔ	21	棗	ʦɔ21	ʦɔ3	红～
1232	ɬ	ɐt	21	蚤	ɬɐt21	ɬɐt8a	跳～
1233	ʦʰ	u	451	躁	ʦʰu451	ʦʰu5	烦～，暴～
1234	ʦ	u	451	竈	ʦu451	ʦu5	～头，～神
1235	ʦʰ	u	33	操	ʦʰu33	ʦʰu1a	做～，～作
1236	ʦʰ	ɔ	21	草	ʦʰɔ21	ʦʰɔ3	青～，～稿
1237	ʦʰ	ɔ	451	糙	ʦʰɔ451	ʦʰɔ5	～米，粗～
1238	ʦʰ	ɔ	213	曹	ʦʰɔ213	ʦʰɔ2	姓
1239	ʦʰ	ɔ	213	槽	ʦʰɔ213	ʦʰɔ2	猪～，水～
1240	ʦ	ɔ	451	皂	ʦɔ451	ʦɔ5	肥～
1241	ʦ	ɔ	451	造	ʦɔ451	ʦɔ5	创～
1242	ɬ	u	33	騷	ɬu33	ɬu1a	风～，离～
1243	ɬ	ɔ	33	臊	ɬɔ33	ɬɔ1a	臭～
1244	ɬ	ɔ	451	掃	ɬɔ451	ɬɔ5	～地[动]
1245	ɬ	ɔ	21	嫂	ɬɔ21	ɬɔ3	大～
1246	ɬ	ɔ	451	掃	ɬɔ451	ɬɔ5	～把[名]
1247	k	ɔ	33	高	kɔ33	kɔ1a	姓；～低
1248	k	ɔ	33	膏	kɔ33	kɔ1a	牙～；狗皮～药
1249	k	ɔ	33	篙	kɔ33	kɔ1a	竹～
1250	k	ɔ	33	羔	kɔ33	kɔ1a	羊～
1251	k	ɔ	33	糕	kɔ33	kɔ1a	蛋～，糟～
1252	k	ɔ	21	稿	kɔ21	kɔ3	草～，～纸
1253	k	ɔ	451	告	kɔ451	kɔ5	报～，～状
1254	h	au	21	考	hau21	hau3	～试，大～
1255	h	au	45	烤	hau45	hau1b	烧～
1256	kʰ	au	451	靠	kʰau451	kʰau5	依～，可～
1257	h	au	451	犒	hau451	hau5	～劳，～赏
1258	ŋ	ɔ	213	熬	ŋɔ213	ŋɔ2	～汤，～夜
1259	ŋ	ɔ	21	傲	ŋɔ21	ŋɔ3	骄～
1260	k	ɔ	33	蒿	kɔ33	kɔ1a	蓬～，青～，茼～
1261	h	ɔ	21	好	hɔ21	hɔ3	～人
1262	h	ɔ	451	好	hɔ451	hɔ5	爱～
1263	h	ɔ	451	耗	hɔ451	hɔ5	消～
1264	h	ɔ	213	豪	hɔ213	hɔ2	～华，～猪
1265	h	ɔ	213	壕	hɔ213	hɔ2	战～
1266	h	ɔ	213	毫	hɔ213	hɔ2	～米
1267	h	ɔ	21	號	hɔ21	hɔ3	～叫，呼～[动]
1268	h	ɔ	451	浩	hɔ451	hɔ5	～～荡荡；人名用字
1269	h	ɔ	213	號	hɔ213	hɔ2	～码，口～[名]
1270	ʔ	ɔ	451	襖	ʔɔ451	ʔɔ5	棉～，～袍
1271	ʔ	ɔ	451	懊	ʔɔ451	ʔɔ5	～恼
1272	ʔ	ɔ	451	奥	ʔɔ451	ʔɔ5	～妙，～运会
1273	ʔ	ɔ	451	懊	ʔɔ451	ʔɔ5	～悔
1274	ʔ	ɔ	451	澳	ʔɔ451	ʔɔ5	～门
1275	p	au	33	包	pau33	pau1a	钱～，～围
1276	p	au	33	胞	pau33	pau1a	同～
1277	p	au	21	飽	pau21	pau3	食～（吃饱）
1278	p	au	451	豹	pau451	pau5	动物，～虎
1279	p	au	451	爆	pau451	pau5	～炸
1280	pʰ	au	45	泡	pʰau45	pʰau1b	灯～；泡沫（多～）
1281	pʰ	au	451	泡	pʰau451	pʰau5	起～[训，瘭]
1282	pʰ	au	33	拋	pʰau33	pʰau1a	～弃
1283	pʰ	au	451	炮	pʰau451	pʰau5	枪～
1284	pʰ	au	451	泡	pʰau451	pʰau5	～茶
1285	pʰ	au	21	跑	pʰau21	pʰau3	～步
1286	pʰ	au	213	刨	pʰau213	pʰau2	～地，～花板
1287	p	au	33	鮑	pau33	pau1a	姓；～鱼
1288	m	au	213	茅	mau213	mau2	～庐
1289	m	iau	45	貓	miau45	miau1b	大～
1290	m	iau	213	錨	miau213	miau2	抛～
1291	m	au	33	卯	mau33	mau1a	地支，子丑寅卯
1292	m	au	21	貌	mau21	mau3	礼～
1293	n	au	21	鬧	nau21	nau3	～热，～事
1294	ʦ	au	451	罩	ʦau451	ʦau5	灯～，床～
1295	ʦ	a	33	抓	ʦa33	ʦa1a	～紧
1296	ʦ	au	21	爪	ʦau21	ʦau3	鸡～
1297	ʦ	au	21	找	ʦau21	ʦau3	～钱，查～
1298	ʦ	au	451	笊	ʦau451	ʦau5	～捞（笊篱）
1299	ʦʰ	au	33	抄	ʦʰau33	ʦʰau1a	～书
1300	ʦʰ	au	33	鈔	ʦʰau33	ʦʰau1a	～票
1301	ʦʰ	au	21	炒	ʦʰau21	ʦʰau3	～股，～菜
1302	ʦʰ	au	21	吵	ʦʰau21	ʦʰau3	～人，争～
1303	ʦʰ	iu	213	巢	ʦʰiu213	ʦʰiu2	雀～
1304	ɬ	au	33	梢	ɬau33	ɬau1a	树～
1305	ɬ	au	33	捎	ɬau33	ɬau1a	～带，～口信
1306	s	au	21	稍	sau21	sau3	～等；～息
1307	ɬ	au	451	哨	ɬau451	ɬau5	口～
1308	k	au	33	交	kau33	kau1a	～通，～钱[文]
1309	k	au	45	交	kau45	kau1b	交叉，～脚（翘二郎腿）[白]
1310	k	au	33	郊	kau33	kau1a	～区
1311	k	au	33	膠	kau33	kau1a	～水，橡～
1312	k	au	451	教	kau451	kau5	～书
1313	k	au	21	絞	kau21	kau3	～刑，～肉机
1314	k	au	21	狡	kau21	kau3	～猾
1315	k	au	451	鉸	kau451	kau5	～剪
1316	k	au	21	攪	kau21	kau3	搅拌
1317	k	au	21	搞	kau21	kau3	～活动
1318	k	au	451	教	kau451	kau5	～育，～师
1319	k	au	451	校	kau451	kau5	～对
1320	k	au	451	校	kau451	kau5	调校
1321	k	au	451	較	kau451	kau5	比～[文]
1322	k	au	451	較	kau451	kau5	交换[白]
1323	h	au	33	酵	hau33	hau1a	发～，～母片
1324	k	au	451	窖	kau451	kau5	地～，番薯～
1325	k	au	451	覺	kau451	kau5	睡～
1326	h	au	33	敲	hau33	hau1a	～锣打鼓
1327	h	au	21	巧	hau21	hau3	～合
1328	ŋ	au	33	咬	ŋau33	ŋau1a	～人
1329	h	au	451	孝	hau451	hau5	～顺
1330	h	au	33	哮	hau33	hau1a	～喘
1331	ŋ	au	213	肴	ŋau213	ŋau2	美味佳～
1332	ŋ	au	213	淆	ŋau213	ŋau2	混～
1333	ŋ	au	21	效	ŋau21	ŋau3	～果
1334	ŋ	au	21	校	ŋau21	ŋau3	学～，～长，上～
1335	n	ɐp	45	凹	nɐp45	nɐp7	～面镜
1336	ʔ	au	451	坳	ʔau451	ʔau5	山～，～背
1337	pʰ	iau	33	臕	pʰiau33	pʰiau1a	肥～
1338	p	iau	33	標	piau33	piau1a	～准，～志，招～
1339	p	iau	21	表	piau21	piau3	图～，～扬
1340	p	iau	33	錶	piau33	piau1a	手～
1341	pʰ	iau	33	飄	pʰiau33	pʰiau1a	～扬
1342	pʰ	iau	33	漂	pʰiau33	pʰiau1a	～流
1343	pʰ	iau	451	漂	pʰiau451	pʰiau5	～白，～亮
1344	pʰ	iau	451	票	pʰiau451	pʰiau5	车～
1346	pʰ	iau	213	嫖	pʰiau213	pʰiau2	～娼
1347	pʰ	au	451	鰾	pʰau451	pʰau5	鱼～
1348	m	iau	213	苗	miau213	miau2	鱼～，～族
1349	m	iau	213	描	miau213	miau2	～写
1350	m	au	21	藐	mau21	mau3	～视
1351	m	iau	21	渺	miau21	miau3	～小，～茫
1352	m	iau	21	秒	miau21	miau3	～针
1353	m	iau	21	廟	miau21	miau3	和尚～
1354	m	iau	21	妙	miau21	miau3	～计
1355	l	iau	213	燎	liau213	liau2	星星之火，可以～原
1356	l	iau	213	療	liau213	liau2	治～，～养
1357	ʦ	iau	33	焦	ʦiau33	ʦiau1a	姓
1358	ʦ	iau	33	蕉	ʦiau33	ʦiau1a	米～；～岭（地名）
1359	ʦ	iau	33	椒	ʦiau33	ʦiau1a	胡～
1360	k	iau	21	剿	kiau21	kiau3	围～，～匪
1361	ʦ	iau	33	醮	ʦiau33	ʦiau1a	打～（做法事），再醮（嫁人）
1362	ʦʰ	iau	451	悄	ʦʰiau451	ʦʰiau5	静～～
1363	ʦʰ	iau	451	俏	ʦʰiau451	ʦʰiau5	俊～
1364	ʦʰ	ai	213	樵	ʦʰai213	ʦʰai2	柴
1365	ɬ	iau	33	消	ɬiau33	ɬiau1a	～化
1366	ɬ	iau	33	宵	ɬiau33	ɬiau1a	元～，夜～
1367	ɬ	iau	33	硝	ɬiau33	ɬiau1a	～烟，～酸
1368	ɬ	iau	33	銷	ɬiau33	ɬiau1a	供～社，～售
1369	ɬ	iau	21	小	ɬiau21	ɬiau3	～姐，～人
1370	ɬ	iau	451	笑	ɬiau451	ɬiau5	～话，玩～
1371	ɬ	iau	33	肖	ɬiau33	ɬiau1a	姓
1372	ɬ	iau	33	肖	ɬiau33	ɬiau1a	生～
1374	ʦ	au	33	朝	ʦau33	ʦau1a	～晨，三～
